NUM|CONSOLKEY|CRFTYPE|CRF_TXN_CODE|TID|PARENTBRCA|BRCA_CO|CCY|PSTA|DRCR|EXRATE|CURRMAR|ACCOFF|TRAT|PLCATE|PRODCA|SYSID|DESK|DLREF|OUREF|THREF|CSNM|COUNTERPARTY|VALD|PSTD|EXDATE|INPUTTER|AUTHORISER|RSMK|REMK|CURRNO|SYS_DATE|CATEGORY|SECTOR|TENOR|PRODCODE|
50110101|PL.50000.1131.3063..........CN0010606|||184810040244684.020001|0606|0606|USD|-3.400000|0|6.616600|1|9999|380|50000|1131|IC|||1060603000000355||1001150|||20180702||45_INPUTTER|45_INPUTTER|||1|20180702|50000|3063||1131|
50110101|PL.50000.1112.3203..........CN0010606|||184811060744674.060001|0606|0606|CNY|-0.090000|0||1|9999|380|50000|1112|IC|||1060602000003137||1001264|||20180702||48_INPUTTER|48_INPUTTER|||1|20180702|50000|3203||1112|
500105|PL.51500.21060.3063.ST.03002..00......CN0010611|51500|ACC|184430096371265.040001|0611|0611|CNY|277.780000|1||1|1|450|51500|21060|LD|00|LD1817170413|LD1817170413||1003314||20180701|20180702||43_INPUTTER|43_INPUTTER|||1|20180702|51500|3063|ST|21060|
50010202|PL.51001.21053.3049.MT.02102.UNSECU.00......CN0010608|51001|ACC|184432372871266.200001|0608|0608|CNY|134.790000|1||1|1|450|51001|21053|LD|00|LD1807280987|LD1807280987||1002955||20180701|20180702||39_INPUTTER|39_INPUTTER|||1|20180702|51001|3049|MT|21053|
500105|PL.51500.21060.3063.ST.03002..00......CN0010611|51500|ACC|184810387444526.010001|0611|0611|CNY|277.780000|1||1|1|450|51500|21060|LD|00|LD1817170413|LD1817170413||1003314||20180702|20180702||46_INPUTTER|46_INPUTTER|||1|20180702|51500|3063|ST|21060|
50010202|PL.51001.21053.3049.MT.02102.UNSECU.00......CN0010608|51001|ACC|184811975244528.030001|0608|0608|CNY|134.800000|1||1|1|450|51001|21053|LD|00|LD1807280987|LD1807280987||1002955||20180702|20180702||41_INPUTTER|41_INPUTTER|||1|20180702|51001|3049|MT|21053|
501104|PL.50000.6122.1002..........CN0010606|||184810387444666.000001|0606|0606|CNY|-5.340000|0||1|9999|380|50000|6122|IC|||1060606000001881||1000342|||20180702||46_INPUTTER|46_INPUTTER|||1|20180702|50000|1002||6122|
501102|PL.50000.6131.3049..........CN0010606|||184810387444671.060001|0606|0606|CNY|-71.930000|0||1|1|380|50000|6131|IC|||1060607000003287||1003771|||20180702||46_INPUTTER|46_INPUTTER|||1|20180702|50000|3049||6131|
501103|PL.50000.1101.1002..........CN0010606|||184811397744663.000001|0606|0606|CNY|-0.030000|0||1|9999|380|50000|1101|IC|||1060601000009918||1000190|||20180702||49_INPUTTER|49_INPUTTER|||1|20180702|50000|1002||1101|
59010202|PL.51001.21056.3112.MT.02402.SECU.00......CN0010606|51001|ACC|184430096371265.020001|0606|0606|CNY|313.860000|1||1|9999|450|51001|21056|LD|00|LD1630659627|LD1630659627||1001372||20180701|20180702||43_INPUTTER|43_INPUTTER|||1|20180702|51001|3112|MT|21056|
50010203|PL.51001.21056.3203.MT.02401.UNSECU.00......CN0010606|51001|ACC|184430433071265.120001|0606|0606|CNY|589.630000|1||1|1|450|51001|21056|LD|00|LD1636125480|LD1636125480||1002879||20180701|20180702||44_INPUTTER|44_INPUTTER|||1|20180702|51001|3203|MT|21056|
59010203|PL.51001.21056.3204.MT.02401.SECU.00......CN0010606|51001|ACC|184430433071266.050001|0606|0606|CNY|185.800000|1||1|1|450|51001|21056|LD|00|LD1708605001|LD1708605001||1002725||20180701|20180702||44_INPUTTER|44_INPUTTER|||1|20180702|51001|3204|MT|21056|
59010103|PL.51001.21052.3203.ST.02001.SECU.00......CN0010606|51001|ACC|184431704771266.240001|0606|0606|CNY|362.080000|1||1|9999|450|51001|21052|LD|00|LD1731277191|LD1731277191||1001191||20180701|20180702||37_INPUTTER|37_INPUTTER|||1|20180702|51001|3203|ST|21052|
59010202|PL.51001.21056.3112.MT.02402.SECU.00......CN0010606|51001|ACC|184810040244520.010001|0606|0606|CNY|313.870000|1||1|9999|450|51001|21056|LD|00|LD1630659627|LD1630659627||1001372||20180702|20180702||45_INPUTTER|45_INPUTTER|||1|20180702|51001|3112|MT|21056|
501104|PL.50000.6122.1002..........CN0010606|||184810387444665.040001|0606|0606|CNY|-21.330000|0||1|9999|380|50000|6122|IC|||1060606000001857||1000753|||20180702||46_INPUTTER|46_INPUTTER|||1|20180702|50000|1002||6122|
50010203|PL.51001.21056.3203.MT.02401.UNSECU.00......CN0010606|51001|ACC|184810724044525.010001|0606|0606|CNY|589.640000|1||1|1|450|51001|21056|LD|00|LD1636125480|LD1636125480||1002879||20180702|20180702||47_INPUTTER|47_INPUTTER|||1|20180702|51001|3203|MT|21056|
59010203|PL.51001.21056.3204.MT.02401.SECU.00......CN0010606|51001|ACC|184810724044526.000001|0606|0606|CNY|185.810000|1||1|1|450|51001|21056|LD|00|LD1708605001|LD1708605001||1002725||20180702|20180702||47_INPUTTER|47_INPUTTER|||1|20180702|51001|3204|MT|21056|
501102|PL.50000.6131.3109..........CN0010606|||184810724044669.080001|0606|0606|CNY|-1833.330000|0||1|1|380|50000|6131|IC|||1060607000003228||1002163|||20180702||47_INPUTTER|47_INPUTTER|||1|20180702|50000|3109||6131|
50110101|PL.50000.1112.3203..........CN0010606|||184811060744671.080001|0606|0606|CNY|-0.090000|0||1|1|380|50000|1112|IC|||1060602000005989||1003823|||20180702||48_INPUTTER|48_INPUTTER|||1|20180702|50000|3203||1112|
59010103|PL.51001.21052.3203.ST.02001.SECU.00......CN0010606|51001|ACC|184811975244524.040001|0606|0606|CNY|362.070000|1||1|9999|450|51001|21052|LD|00|LD1731277191|LD1731277191||1001191||20180702|20180702||41_INPUTTER|41_INPUTTER|||1|20180702|51001|3203|ST|21052|
500210|PL.51000.5150.7001..........CN0010608|||184812311944679.040001|0608|0608|USD|2718.490000|1|6.616600|1|1|390|51000|5150|IC|||1060800200000023||9999999|||20180702||42_INPUTTER|42_INPUTTER|||1|20180702|51000|7001||5150|
500105|PL.51500.21060.3063.ST.03002..00......CN0010611|51500|ACC|184432704671267.070001|0611|0611|CNY|3546.670000|1||1|1|450|51500|21060|LD|00|LD1813752939|LD1813752939||1004582||20180701|20180702||40_INPUTTER|40_INPUTTER|||1|20180702|51500|3063|ST|21060|
500105|PL.51500.21060.3063.ST.03002..00......CN0010611|51500|ACC|184810040244534.010001|0611|0611|CNY|3546.660000|1||1|1|450|51500|21060|LD|00|LD1813752939|LD1813752939||1004582||20180702|20180702||45_INPUTTER|45_INPUTTER|||1|20180702|51500|3063|ST|21060|
501203|PL.50000.1117.2153..........CN0010609|||184810040244664.030001|0606|0609|CNY|-961.280000|0||1|1|380|50000|1117|IC|||1060902000005017||1003054|||20180702||45_INPUTTER|45_INPUTTER|||1|20180702|50000|2153||1117|
501104|PL.50000.6121.1002..........CN0010606|||184810387444663.020001|0606|0606|CNY|-90.780000|0||1|9999|380|50000|6121|IC|||1060606000001121||1000301|||20180702||46_INPUTTER|46_INPUTTER|||1|20180702|50000|1002||6121|
501104|PL.50000.6122.1002..........CN0010606|||184810387444692.080001|0606|0606|CNY|-21.330000|0||1|9999|380|50000|6122|IC|||1060606000000117||1000413|||20180702||46_INPUTTER|46_INPUTTER|||1|20180702|50000|1002||6122|
50110101|PL.50000.1112.3203..........CN0010606|||184812980344678.050001|0606|0606|CNY|-0.500000|0||1|1|380|50000|1112|IC|||1060602000005137||1002161|||20180702||44_INPUTTER|44_INPUTTER|||1|20180702|50000|3203||1112|
501104|PL.50000.6122.1002..........CN0010606|||184810387444668.000001|0606|0606|CNY|-1.840000|0||1|9999|380|50000|6122|IC|||1060606000002268||1000342|||20180702||46_INPUTTER|46_INPUTTER|||1|20180702|50000|1002||6122|
501104|PL.50000.6122.1002..........CN0010606|||184810387444690.100001|0606|0606|CNY|-14.070000|0||1|9999|380|50000|6122|IC|||1060606000000052||1000413|||20180702||46_INPUTTER|46_INPUTTER|||1|20180702|50000|1002||6122|
59010202|PL.51001.21053.3201.MT.02102.SECU.00......CN0010606|51001|ACC|184432704671264.090001|0606|0606|CNY|591.620000|1||1|1|450|51001|21053|LD|00|LD1808672665|LD1808672665||1003644||20180701|20180702||40_INPUTTER|40_INPUTTER|||1|20180702|51001|3201|MT|21053|
50110101|PL.50000.1112.3107..........CN0010609|||184810040244663.050001|0606|0609|CNY|-1.660000|0||1|9999|380|50000|1112|IC|||1060902000002223||1001032|||20180702||45_INPUTTER|45_INPUTTER|||1|20180702|50000|3107||1112|
501102|PL.50000.6131.3049..........CN0010606|||184810387444670.100001|0606|0606|CNY|-41.600000|0||1|1|380|50000|6131|IC|||1060607000002768||1003771|||20180702||46_INPUTTER|46_INPUTTER|||1|20180702|50000|3049||6131|
501102|PL.50000.6131.3049..........CN0010606|||184810724044665.050001|0606|0606|CNY|-400.000000|0||1|1|380|50000|6131|IC|||1060607000001454||1002484|||20180702||47_INPUTTER|47_INPUTTER|||1|20180702|50000|3049||6131|
59010202|PL.51001.21053.3201.MT.02102.SECU.00......CN0010606|51001|ACC|184812980344524.030001|0606|0606|CNY|591.620000|1||1|1|450|51001|21053|LD|00|LD1808672665|LD1808672665||1003644||20180702|20180702||44_INPUTTER|44_INPUTTER|||1|20180702|51001|3201|MT|21053|
50010202|PL.51001.21053.3049.MT.02102.UNSECU.00......CN0010608|51001|ACC|184430433071267.030001|0608|0608|CNY|1310.600000|1||1|1|450|51001|21053|LD|00|LD1733517041|LD1733517041||1002955||20180701|20180702||44_INPUTTER|44_INPUTTER|||1|20180702|51001|3049|MT|21053|
50010202|PL.51001.21053.3049.MT.02102.UNSECU.00......CN0010608|51001|ACC|184811397744527.010001|0608|0608|CNY|1310.590000|1||1|1|450|51001|21053|LD|00|LD1733517041|LD1733517041||1002955||20180702|20180702||49_INPUTTER|49_INPUTTER|||1|20180702|51001|3049|MT|21053|
50010103|PL.51001.21052.3049.ST.02001.UNSECU.00......CN0010608|51001|ACC|184430096371267.020001|0608|0608|CNY|1200.600000|1||1|1|450|51001|21052|LD|00|LD1733425895|LD1733425895||1002955||20180701|20180702||43_INPUTTER|43_INPUTTER|||1|20180702|51001|3049|ST|21052|
50010103|PL.51001.21052.3049.ST.02001.UNSECU.00......CN0010608|51001|ACC|184810724044528.040001|0608|0608|CNY|1200.600000|1||1|1|450|51001|21052|LD|00|LD1733425895|LD1733425895||1002955||20180702|20180702||47_INPUTTER|47_INPUTTER|||1|20180702|51001|3049|ST|21052|
501103|PL.50000.1101.1002..........CN0010606|||184812311944662.000001|0606|0606|CNY|-0.200000|0||1|9999|380|50000|1101|IC|||1060601000008833||1000244|||20180702||42_INPUTTER|42_INPUTTER|||1|20180702|50000|1002||1101|
50110101|PL.50000.1112.3110..........CN0010606|||184812980344678.040001|0606|0606|CNY|-123.490000|0||1|1|380|50000|1112|IC|||1060602000004637||1002271|||20180702||44_INPUTTER|44_INPUTTER|||1|20180702|50000|3110||1112|
59010202|PL.51001.21054.3204.MT.02201.SECU.00......CN0010606|51001|ACC|184432704671267.120001|0606|0606|CNY|3720.830000|1||1|9999|450|51001|21054|LD|00|LD1428200042|LD1428200042||1001031||20180701|20180702||40_INPUTTER|40_INPUTTER|||1|20180702|51001|3204|MT|21054|
50110101|PL.50000.1112.3109..........CN0010606|||184811060744671.040001|0606|0606|CNY|-0.340000|0||1|1|380|50000|1112|IC|||1060602000005587||1003384|||20180702||48_INPUTTER|48_INPUTTER|||1|20180702|50000|3109||1112|
50110101|PL.50000.1112.3109..........CN0010606|||184811060744676.060001|0606|0606|CNY|-0.020000|0||1|1|380|50000|1112|IC|||1060602000005927||1003509|||20180702||48_INPUTTER|48_INPUTTER|||1|20180702|50000|3109||1112|
59010202|PL.51001.21054.3204.MT.02201.SECU.00......CN0010606|51001|ACC|184812311944531.010001|0606|0606|CNY|3720.840000|1||1|9999|450|51001|21054|LD|00|LD1428200042|LD1428200042||1001031||20180702|20180702||42_INPUTTER|42_INPUTTER|||1|20180702|51001|3204|MT|21054|
500105|PL.51500.21060.3107.ST.03002..00......CN0010611|51500|ACC|184433041371266.110001|0611|0611|CNY|148.500000|1||1|1|450|51500|21060|LD|00|LD1816376293|LD1816376293||1003089||20180701|20180702||42_INPUTTER|42_INPUTTER|||1|20180702|51500|3107|ST|21060|
500105|PL.51500.21060.3107.ST.03002..00......CN0010611|51500|ACC|184810040244523.050001|0611|0611|CNY|148.500000|1||1|1|450|51500|21060|LD|00|LD1816376293|LD1816376293||1003089||20180702|20180702||45_INPUTTER|45_INPUTTER|||1|20180702|51500|3107|ST|21060|
50110101|PL.50000.1112.3109..........CN0010613|||184810040244669.060001|0606|0613|CNY|-1.170000|0||1|1|380|50000|1112|IC|||1061302000006586||1004062|||20180702||45_INPUTTER|45_INPUTTER|||1|20180702|50000|3109||1112|
50110101|PL.50000.1112.3049..........CN0010606|||184812311944671.000001|0606|0606|CNY|-0.040000|0||1|1|380|50000|1112|IC|||1060602000006977||1004158|||20180702||42_INPUTTER|42_INPUTTER|||1|20180702|50000|3049||1112|
50010103|PL.51001.21052.3050.ST.02001.UNSECU.00......CN0010606|51001|ACC|184433041371265.000001|0606|0606|CNY|1559.680000|1||1|1|450|51001|21052|LD|00|LD1814946980|LD1814946980||1003917||20180701|20180702||42_INPUTTER|42_INPUTTER|||1|20180702|51001|3050|ST|21052|
50010103|PL.51001.21052.3050.ST.02001.UNSECU.00......CN0010606|51001|ACC|184810040244520.020001|0606|0606|CNY|1559.670000|1||1|1|450|51001|21052|LD|00|LD1814946980|LD1814946980||1003917||20180702|20180702||45_INPUTTER|45_INPUTTER|||1|20180702|51001|3050|ST|21052|
501104|PL.50000.6122.1002..........CN0010606|||184810040244696.000001|0606|0606|CNY|-21.330000|0||1|9999|380|50000|6122|IC|||1060606000000575||1000438|||20180702||45_INPUTTER|45_INPUTTER|||1|20180702|50000|1002||6122|
501104|PL.50000.6122.1002..........CN0010606|||184810387444664.000001|0606|0606|CNY|-5.330000|0||1|9999|380|50000|6122|IC|||1060606000001587||1000319|||20180702||46_INPUTTER|46_INPUTTER|||1|20180702|50000|1002||6122|
50010203|PL.51001.21056.3101.MT.02401.UNSECU.00......CN0010606|51001|ACC|184431367771266.060001|0606|0606|CNY|7268.940000|1||1|1|450|51001|21056|LD|00|LD1720773126|LD1720773126||1001994||20180701|20180702||35_INPUTTER|35_INPUTTER|||1|20180702|51001|3101|MT|21056|
501102|PL.50000.6131.3203..........CN0010606|||184810724044665.030001|0606|0606|CNY|-214.950000|0||1|9999|380|50000|6131|IC|||1060607000000687||1000317|||20180702||47_INPUTTER|47_INPUTTER|||1|20180702|50000|3203||6131|
50110101|PL.50000.1112.3203..........CN0010606|||184811060744670.070001|0606|0606|CNY|-7.310000|0||1|1|380|50000|1112|IC|||1060602000004688||1002705|||20180702||48_INPUTTER|48_INPUTTER|||1|20180702|50000|3203||1112|
50010203|PL.51001.21056.3101.MT.02401.UNSECU.00......CN0010606|51001|ACC|184811643444521.060001|0606|0606|CNY|7268.940000|1||1|1|450|51001|21056|LD|00|LD1720773126|LD1720773126||1001994||20180702|20180702||36_INPUTTER|36_INPUTTER|||1|20180702|51001|3101|MT|21056|
920306|PL.53000.20000.....31......CN0010688|||184810724044856.000001|0688|0688|USD|59863.230000|1|6.361300|1|1|303|53000|20000|RV|31||USDCNY1401631010688||0|||20180702||47_INPUTTER|47_INPUTTER|||1|20180702|53000|||20000|
920306|PL.53000.20000.....31......CN0010688|||184810724044860.000003|0688|0688|USD|-59863.230000|0|6.361300|1|1|303|53000|20000|RV|31||USDCNY1401631010688||0|||20180702||47_INPUTTER|47_INPUTTER|||1|20180702|53000|||20000|
50110101|PL.50000.1112.3063..........CN0010609|||184812311944677.040001|0606|0609|CNY|-18.820000|0||1|9999|380|50000|1112|IC|||1060902000001944||1001054|||20180702||42_INPUTTER|42_INPUTTER|||1|20180702|50000|3063||1112|
50110101|PL.50000.1112.3203..........CN0010609|||184810040244663.010001|0606|0609|CNY|-0.080000|0||1|9999|380|50000|1112|IC|||1060902000002096||1001163|||20180702||45_INPUTTER|45_INPUTTER|||1|20180702|50000|3203||1112|
50110101|PL.50000.1131.3203..........CN0010606|||184810040244670.020001|0606|0606|USD|-0.030000|0|6.616600|1|9999|380|50000|1131|IC|||1060603000000037||1001036|||20180702||45_INPUTTER|45_INPUTTER|||1|20180702|50000|3203||1131|
50110101|PL.50000.1112.3204..........CN0010606|||184811060744674.100001|0606|0606|CNY|-0.080000|0||1|9999|380|50000|1112|IC|||1060602000003463||1001031|||20180702||48_INPUTTER|48_INPUTTER|||1|20180702|50000|3204||1112|
50010103|PL.51001.21052.3049.ST.02001.UNSECU.00......CN0010606|51001|ACC|184432372871266.170001|0606|0606|CNY|460.180000|1||1|1|450|51001|21052|LD|00|LD1806880621|LD1806880621||1003771||20180701|20180702||39_INPUTTER|39_INPUTTER|||1|20180702|51001|3049|ST|21052|
50110101|PL.50000.1112.3107..........CN0010606|||184811060744679.040001|0606|0606|CNY|-0.160000|0||1|9999|380|50000|1112|IC|||1060602000000103||1001213|||20180702||48_INPUTTER|48_INPUTTER|||1|20180702|50000|3107||1112|
50010103|PL.51001.21052.3049.ST.02001.UNSECU.00......CN0010606|51001|ACC|184812311944528.040001|0606|0606|CNY|460.190000|1||1|1|450|51001|21052|LD|00|LD1806880621|LD1806880621||1003771||20180702|20180702||42_INPUTTER|42_INPUTTER|||1|20180702|51001|3049|ST|21052|
501104|PL.50000.6122.1002..........CN0010606|||184810387444665.060001|0606|0606|CNY|-5.340000|0||1|9999|380|50000|6122|IC|||1060606000001873||1000342|||20180702||46_INPUTTER|46_INPUTTER|||1|20180702|50000|1002||6122|
50010103|PL.51001.21052.3203.ST.02001.UNSECU.00......CN0010606|51001|ACC|184431704771266.230001|0606|0606|CNY|426.960000|1||1|9999|450|51001|21052|LD|00|LD1731207137|LD1731207137||1001210||20180701|20180702||37_INPUTTER|37_INPUTTER|||1|20180702|51001|3203|ST|21052|
500105|PL.51500.21060.3063.ST.03002..00......CN0010606|51500|ACC|184432372871265.180001|0606|0606|CNY|1361.110000|1||1|1|450|51500|21060|LD|00|LD1805518360|LD1805518360||1004372||20180701|20180702||39_INPUTTER|39_INPUTTER|||1|20180702|51500|3063|ST|21060|
50110501|PL.50000.6111.3203..........CN0010606|||184811643444678.090001|0606|0606|CNY|-450.000000|0||1|9999|380|50000|6111|IC|||1060605000002067||1001119|||20180702||36_INPUTTER|36_INPUTTER|||1|20180702|50000|3203||6111|
50010103|PL.51001.21052.3203.ST.02001.UNSECU.00......CN0010606|51001|ACC|184811975244524.030001|0606|0606|CNY|426.970000|1||1|9999|450|51001|21052|LD|00|LD1731207137|LD1731207137||1001210||20180702|20180702||41_INPUTTER|41_INPUTTER|||1|20180702|51001|3203|ST|21052|
500105|PL.51500.21060.3063.ST.03002..00......CN0010606|51500|ACC|184812648944530.040001|0606|0606|CNY|1361.110000|1||1|1|450|51500|21060|LD|00|LD1805518360|LD1805518360||1004372||20180702|20180702||43_INPUTTER|43_INPUTTER|||1|20180702|51500|3063|ST|21060|
501103|PL.50000.1101.1002..........CN0010606|||184812648944661.000001|0606|0606|CNY|-0.010000|0||1|9999|380|50000|1101|IC|||1060601000004099||1000438|||20180702||43_INPUTTER|43_INPUTTER|||1|20180702|50000|1002||1101|
50010202|PL.51001.21053.3109.MT.02104.UNSECU.00......CN0010606|51001|ACC|184431704771266.180001|0606|0606|CNY|408.860000|1||1|1|450|51001|21053|LD|00|LD1730303496|LD1730303496||1003509||20180701|20180702||37_INPUTTER|37_INPUTTER|||1|20180702|51001|3109|MT|21053|
50010103|PL.51001.21052.3204.ST.02001.UNSECU.00......CN0010606|51001|ACC|184432704671265.220001|0606|0606|CNY|1268.750000|1||1|1|450|51001|21052|LD|00|LD1810646120|LD1810646120||1002725||20180701|20180702||40_INPUTTER|40_INPUTTER|||1|20180702|51001|3204|ST|21052|
50110101|PL.50000.1149.3901..........CN0010606|||184811397744673.000001|0606|0606|USD|-0.130000|0|6.616600|1|9999|380|50000|1149|IC|||1060603600000081||1001407|||20180702||49_INPUTTER|49_INPUTTER|||1|20180702|50000|3901||1149|
50110101|PL.50000.1112.3109..........CN0010606|||184811397744680.000001|0606|0606|CNY|-29.410000|0||1|9999|380|50000|1112|IC|||1060602000000243||1001029|||20180702||49_INPUTTER|49_INPUTTER|||1|20180702|50000|3109||1112|
50110501|PL.50000.6111.3203..........CN0010606|||184811643444679.030001|0606|0606|CNY|-292.500000|0||1|1|380|50000|6111|IC|||1060605000002628||1003658|||20180702||36_INPUTTER|36_INPUTTER|||1|20180702|50000|3203||6111|
50010202|PL.51001.21053.3109.MT.02104.UNSECU.00......CN0010606|51001|ACC|184811975244523.080001|0606|0606|CNY|408.870000|1||1|1|450|51001|21053|LD|00|LD1730303496|LD1730303496||1003509||20180702|20180702||41_INPUTTER|41_INPUTTER|||1|20180702|51001|3109|MT|21053|
50010103|PL.51001.21052.3204.ST.02001.UNSECU.00......CN0010606|51001|ACC|184812980344536.010001|0606|0606|CNY|1268.750000|1||1|1|450|51001|21052|LD|00|LD1810646120|LD1810646120||1002725||20180702|20180702||44_INPUTTER|44_INPUTTER|||1|20180702|51001|3204|ST|21052|
500105|PL.51500.21060.3063.ST.03002..00......CN0010606|51500|ACC|184431031071266.030001|0606|0606|CNY|1361.110000|1||1|1|450|51500|21060|LD|00|LD1802902030|LD1802902030||1004372||20180701|20180702||34_INPUTTER|34_INPUTTER|||1|20180702|51500|3063|ST|21060|
500105|PL.51500.21060.3063.ST.03002..00......CN0010606|51500|ACC|184811397744527.020001|0606|0606|CNY|1361.110000|1||1|1|450|51500|21060|LD|00|LD1802902030|LD1802902030||1004372||20180702|20180702||49_INPUTTER|49_INPUTTER|||1|20180702|51500|3063|ST|21060|
500105|PL.51500.21060.3063.ST.03002..00......CN0010606|51500|ACC|184432704671266.210001|0606|0606|CNY|1442.220000|1||1|9999|450|51500|21060|LD|00|LD1812930098|LD1812930098||1001265||20180701|20180702||40_INPUTTER|40_INPUTTER|||1|20180702|51500|3063|ST|21060|
500105|PL.51500.21060.3063.ST.03002..00......CN0010606|51500|ACC|184812311944530.020001|0606|0606|CNY|1442.220000|1||1|9999|450|51500|21060|LD|00|LD1812930098|LD1812930098||1001265||20180702|20180702||42_INPUTTER|42_INPUTTER|||1|20180702|51500|3063|ST|21060|
501103|PL.50000.1101.1002..........CN0010607|||184811643444662.010001|0606|0607|CNY|-0.200000|0||1|9999|380|50000|1101|IC|||1060701000007092||1000158|||20180702||36_INPUTTER|36_INPUTTER|||1|20180702|50000|1002||1101|
50110101|PL.50000.1112.3107..........CN0010607|||184812311944672.070001|0606|0607|CNY|-0.030000|0||1|9999|380|50000|1112|IC|||1060702000001201||1001326|||20180702||42_INPUTTER|42_INPUTTER|||1|20180702|50000|3107||1112|
500105|PL.51500.21060.3063.ST.03002..00......CN0010606|51500|ACC|184432704671266.260001|0606|0606|CNY|1305.560000|1||1|1|450|51500|21060|LD|00|LD1813100279|LD1813100279||1004437||20180701|20180702||40_INPUTTER|40_INPUTTER|||1|20180702|51500|3063|ST|21060|
50110101|PL.50000.1112.3063..........CN0010609|||184810040244665.020001|0606|0609|CNY|-0.010000|0||1|1|380|50000|1112|IC|||1060902000006202||1003912|||20180702||45_INPUTTER|45_INPUTTER|||1|20180702|50000|3063||1112|
501104|PL.50000.6122.1002..........CN0010606|||184810387444695.050001|0606|0606|CNY|-80.000000|0||1|9999|380|50000|6122|IC|||1060606000000478||1000338|||20180702||46_INPUTTER|46_INPUTTER|||1|20180702|50000|1002||6122|
500105|PL.51500.21060.3063.ST.03002..00......CN0010606|51500|ACC|184811060744530.090001|0606|0606|CNY|1305.550000|1||1|1|450|51500|21060|LD|00|LD1813100279|LD1813100279||1004437||20180702|20180702||48_INPUTTER|48_INPUTTER|||1|20180702|51500|3063|ST|21060|
50120202|PL.50000.2001.7000..........CN0010606|||184810724044689.040001|0606|0606|CNY|-17.770000|0||1|1|380|50000|2001|IC|||1060609000000019||9000032|||20180702||47_INPUTTER|47_INPUTTER|||1|20180702|50000|7000||2001|
50120201|PL.50000.2100.7001..........CN0010606|||184810724044692.020001|0606|0606|USD|-2850.470000|0|6.616600|1|1|380|50000|2100|IC|||1060609100000091||9000086|||20180702||47_INPUTTER|47_INPUTTER|||1|20180702|50000|7001||2100|
501104|PL.50000.6122.1002..........CN0010606|||184810387444667.010001|0606|0606|CNY|-10.720000|0||1|9999|380|50000|6122|IC|||1060606000002098||1000348|||20180702||46_INPUTTER|46_INPUTTER|||1|20180702|50000|1002||6122|
50110101|PL.50000.1112.3063..........CN0010606|||184812980344679.040001|0606|0606|CNY|-0.020000|0||1|9999|380|50000|1112|IC|||1060602000000669||1001357|||20180702||44_INPUTTER|44_INPUTTER|||1|20180702|50000|3063||1112|
50010202|PL.51001.21053.3109.MT.02104.UNSECU.00......CN0010606|51001|ACC|184431704771266.150001|0606|0606|CNY|2426.370000|1||1|1|450|51001|21053|LD|00|LD1729908035|LD1729908035||1003509||20180701|20180702||37_INPUTTER|37_INPUTTER|||1|20180702|51001|3109|MT|21053|
50010103|PL.51001.21052.3049.ST.02001.UNSECU.00......CN0010608|51001|ACC|184432372871265.020001|0608|0608|CNY|473.570000|1||1|1|450|51001|21052|LD|00|LD1803220365|LD1803220365||1002955||20180701|20180702||39_INPUTTER|39_INPUTTER|||1|20180702|51001|3049|ST|21052|
59010101|PL.51001.21055.3063.ST.02304.SECU.00......CN0010606|51001|ACC|184432704671266.030001|0606|0606|JPY|175.000000|1|0.059914|1|9999|450|51001|21055|LD|00|LD1811750863|LD1811750863||1001280||20180701|20180702||40_INPUTTER|40_INPUTTER|||1|20180702|51001|3063|ST|21055|
59010103|PL.51001.21052.3203.ST.02001.SECU.00......CN0010606|51001|ACC|184433041371266.170001|0606|0606|CNY|107.300000|1||1|1|450|51001|21052|LD|00|LD1816570050|LD1816570050||1003905||20180701|20180702||42_INPUTTER|42_INPUTTER|||1|20180702|51001|3203|ST|21052|
59010103|PL.51001.21052.3203.ST.02001.SECU.00......CN0010606|51001|ACC|184810040244527.020001|0606|0606|CNY|107.300000|1||1|1|450|51001|21052|LD|00|LD1816570050|LD1816570050||1003905||20180702|20180702||45_INPUTTER|45_INPUTTER|||1|20180702|51001|3203|ST|21052|
59010101|PL.51001.21055.3063.ST.02304.SECU.00......CN0010606|51001|ACC|184811060744529.060001|0606|0606|JPY|175.000000|1|0.059914|1|9999|450|51001|21055|LD|00|LD1811750863|LD1811750863||1001280||20180702|20180702||48_INPUTTER|48_INPUTTER|||1|20180702|51001|3063|ST|21055|
50110101|PL.50000.1112.3000..........CN0010606|||184811397744669.000001|0606|0606|CNY|-124.890000|0||1|9999|380|50000|1112|IC|||1060602000002556||1000901|||20180702||49_INPUTTER|49_INPUTTER|||1|20180702|50000|3000||1112|
50010202|PL.51001.21053.3109.MT.02104.UNSECU.00......CN0010606|51001|ACC|184811975244523.050001|0606|0606|CNY|2426.370000|1||1|1|450|51001|21053|LD|00|LD1729908035|LD1729908035||1003509||20180702|20180702||41_INPUTTER|41_INPUTTER|||1|20180702|51001|3109|MT|21053|
50110101|PL.50000.1112.3203..........CN0010609|||184812311944677.030001|0606|0609|CNY|-0.040000|0||1|9999|380|50000|1112|IC|||1060902000001917||1000998|||20180702||42_INPUTTER|42_INPUTTER|||1|20180702|50000|3203||1112|
50010103|PL.51001.21052.3049.ST.02001.UNSECU.00......CN0010608|51001|ACC|184812648944525.020001|0608|0608|CNY|473.570000|1||1|1|450|51001|21052|LD|00|LD1803220365|LD1803220365||1002955||20180702|20180702||43_INPUTTER|43_INPUTTER|||1|20180702|51001|3049|ST|21052|
