BILN|PAYEN|DRAC|PAYB|DAIS|MATD|BPTP|FCVU|NOTE|CMDT|ACPN|ACPT|PEFN|PEAC|PEOB|DICR|CCY|WART|CNLOBS|GRTC|LINE_CODE|FACT|FCCY|FAMT|BRCA|PARENTBRCA|BRCA_CO|BLNO|SYS_DATE|
130758100901320171120128930661|包头市奥鹿达汽贸有限责任公司|11010629566701|平安银行股份有限公司广州分行营业部|20171120|20180520|2|1500000.00||3|平安银行广州分行营业部|1|保定哈弗汽车销售有限公司|11014640657009|平安银行股份有限公司广州分行营业部|4.92|CNY||||1003089.0004400.01|票据贴现(循环)|CNY|50000000.000000||0611|0611|BR1733530661|20180702|
131033100010520170913109746227|杭州乐荣电线电器有限公司|95070155300003012|上海浦东发展银行股份有限公司杭州萧山支行|20170913|20180313|2|900000.00||3|浦发杭州萧山支行营业部|1|乐利精密工业（深圳）有限公司|4000022619200532492|中国工商银行股份有限公司深圳松岗支行|4.92|CNY||||1003089.0004400.01|票据贴现(循环)|CNY|50000000.000000||0611|0611|BR1733546227|20180702|
131061400001620171107125755055|柳州市双飞汽车电器配件制造有限公司|55010154500000161|上海浦东发展银行股份有限公司柳州分行|20171107|20180507|2|810000.00||3|上海浦东发展银行柳州分行营业部|1|东莞胡连普光贸易有限公司|44001777908053009648|中国建设银行股份有限公司东莞大朗支行|4.92|CNY||||1003089.0004400.01|票据贴现(循环)|CNY|50000000.000000||0611|0611|BR1733555055|20180702|
130265304218120171109126258715|重庆瑞润电子有限公司|8111201011800181049|中信银行重庆北部新区支行|20171109|20180509|2|1000000.00||3|中信银行重庆分行|1|东莞胡连普光贸易有限公司|44001777908053009648|中国建设银行股份有限公司东莞大朗支行|4.92|CNY||||1003089.0004400.01|票据贴现(循环)|CNY|50000000.000000||0611|0611|BR1733558715|20180702|
130565301118920171030123379293|重庆民康工贸有限公司|697478829|中国民生银行股份有限公司重庆渝北支行|20171030|20180430|2|800000.00||3|中国民生银行股份有限公司重庆分行|1|重庆新民康科技有限公司|602669000|中国民生银行股份有限公司重庆分行营业部|4.92|CNY||||1003089.0004400.01|票据贴现(循环)|CNY|50000000.000000||0611|0611|BR1733579293|20180702|
131034500003820171117128782968|台州市路桥豪达汽车电器有限公司|81030154500005286|上海浦东发展银行台州路桥支行|20171117|20180517|2|2500000.00||3|浦发台州路桥支行|1|东莞胡连普光贸易有限公司|44001777908053009648|中国建设银行股份有限公司东莞大朗支行|4.92|CNY||||1003089.0004400.01|票据贴现(循环)|CNY|50000000.000000||0611|0611|BR1733582968|20180702|
130833101210020171124130785835|杭州乐荣工业精密组件有限公司|571908368710806|招商银行股份有限公司杭州萧山支行|20171124|20180524|2|4000000.00||3|招商银行股份有限公司杭州萧山支行|1|东莞胡连普光贸易有限公司|44001777908053009648|中国建设银行股份有限公司东莞大朗支行|4.92|CNY||||1003089.0004400.01|票据贴现(循环)|CNY|50000000.000000||0611|0611|BR1733585835|20180702|
110565301100820171222141300566|河源市众力汽车销售服务有限公司|50050105360000000368|中国建设银行重庆沙坪坝支行|20171222|20180622|2|2041890.00||3|中国建设银行重庆沙坪坝支行|1|重庆东风小康汽车销售有限公司|50001053800050205018|中国建设银行重庆双碑分理处|5|CNY||||1003089.0004400.01|票据贴现(循环)|CNY|50000000.000000||0611|0611|BR1801600566|20180702|
130361407900320171024120602553|柳州悠进电装有限公司|79000188000111803|中国光大银行股份有限公司柳州分行|20171024|20180424|2|500000.00||3|中国光大银行柳州分行|1|东莞胡连普光贸易有限公司|44001777908053009648|中国建设银行股份有限公司东莞大朗支行|5|CNY||||1003089.0004400.01|票据贴现(循环)|CNY|50000000.000000||0611|0611|BR1801602553|20180702|
131066900001320171213137516948|重庆钰淳汽车配件有限公司|83080154740003325|上海浦东发展银行重庆分行涪陵支行|20171213|20180613|2|700000.00||3|浦发重庆|1|东莞胡连普光贸易有限公司|44001777908053009648|中国建设银行股份有限公司东莞大朗支行|5|CNY||||1003089.0004400.01|票据贴现(循环)|CNY|50000000.000000||0611|0611|BR1801616948|20180702|
130758100901320171218138922570|丹阳市飞龙汽贸有限公司|11014749724008|平安银行股份有限公司广州分行营业部|20171218|20180618|2|2500000.00||3||1|保定哈弗汽车销售有限公司|11014640657009|平安银行股份有限公司广州分行营业部|5|CNY||||1003089.0004400.01|票据贴现(循环)|CNY|50000000.000000||0611|0611|BR1801622570|20180702|
131066900001320171017118625327|重庆钰淳汽车配件有限公司|83080154740003325|上海浦东发展银行重庆分行涪陵支行|20171017|20180417|2|500000.00||3|浦发重庆涪陵支行|1|东莞胡连普光贸易有限公司|44001777908053009648|中国建设银行股份有限公司东莞大朗支行|5|CNY||||1003089.0004400.01|票据贴现(循环)|CNY|50000000.000000||0611|0611|BR1801625327|20180702|
130312107517620171225142034369|阿克苏天宇雷沃汽车销售有限责任公司|75170188000309386|中国光大银行股份有限公司石家庄分行营业部|20171225|20180625|2|1500000.00||3|中国光大银行石家庄分行|1|保定哈弗汽车销售有限公司|75170188000432252|中国光大银行股份有限公司石家庄分行营业部|5|CNY||||1003089.0004400.01|票据贴现(循环)|CNY|50000000.000000||0611|0611|BR1801634369|20180702|
130265304210820171127131535254|重庆集诚汽车电子有限责任公司|7421010182600452114|中信银行重庆分行营业部|20171127|20180527|2|500000.00||3|中信银行重庆分行|1|重庆胡威富迩电器有限公司|3100210909000046017|中国工商银行股份有限公司重庆南桥寺支行|5|CNY||||1003089.0004400.01|票据贴现(循环)|CNY|50000000.000000||0611|0611|BR1801635254|20180702|
131049600001920171220140136327|河南汇金建筑有限公司|21010155100001373|上海浦发银行股份有限公司安阳分行|20171220|20180620|2|1000000.00||3|浦发银行安阳分行营业部|1|河北云瑞贸易有限公司|100256232420|中国银行股份有限公司邯郸市高开区支行|5|CNY||||1003089.0004400.01|票据贴现(循环)|CNY|50000000.000000||0611|0611|BR1801636327|20180702|
110224100011320171109126343384|长春市灯泡电线有限公司|4200222509000001366|中国工商银行长春市迎春路之行|20171109|20180528|2|500000.00||3|中国工商银行长春市迎春路之行|1|东莞胡连普光贸易有限公司|44001777908053009648|中国建设银行股份有限公司东莞大朗支行|5|CNY||||1003089.0004400.01|票据贴现(循环)|CNY|50000000.000000||0611|0611|BR1801643384|20180702|
110465308389520171219139147444|重庆长华汽车线束有限公司|114401709826|中国银行重庆市分行江北支行|20171219|20180619|2|600000.00||3|中国银行重庆市分行江北支行|1|东莞胡连普光贸易有限公司|44001777908053009648|中国建设银行股份有限公司东莞大朗支行|5|CNY||||1003089.0004400.01|票据贴现(循环)|CNY|50000000.000000||0611|0611|BR1801647444|20180702|
110430900004020171130133750067|江苏双鹿电器有限公司|463763025514|中国银行股份有限公司宿迁开发区支行|20171130|20180523|2|500000.00||3||1|江苏上菱电器有限公司|468966678012|中国银行股份有限公司宿迁开发区支行|5|CNY||||1003089.0004400.01|票据贴现(循环)|CNY|50000000.000000||0611|0611|BR1801650067|20180702|
110242200305920171207135756953|江西昌河天海电装有限责任公司|1503214119024910363|中国工商银行景德镇市昌河支行|20171207|20180607|2|500000.00||3||1|东莞胡连普光贸易有限公司|44001777908053009648|中国建设银行股份有限公司东莞大朗支行|5|CNY||||1003089.0004400.01|票据贴现(循环)|CNY|50000000.000000||0611|0611|BR1801656953|20180702|
130639100001720171208135970020|福建源光线束电器有限公司|148002511010001758|广发银行股份有限公司福州分行|20171208|20180608|2|1056630.12||3|广发银行福州分行营业部|1|东莞胡连普光贸易有限公司|44001777908053009648|中国建设银行股份有限公司东莞大朗支行|5|CNY||||1003089.0004400.01|票据贴现(循环)|CNY|50000000.000000||0611|0611|BR1801670020|20180702|
130352100027020171220139874572|惠州市众力汽车贸易有限公司|38420188000017060|中国光大银行股份有限公司武汉钟家村支行|20171220|20180620|2|1500000.00||3|中国光大银行武汉分行|1|重庆东风小康汽车销售有限公司|38350188000078890|中国光大银行股份有限公司武汉钟家村支行|5|CNY||||1003089.0004400.01|票据贴现(循环)|CNY|50000000.000000||0611|0611|BR1801674572|20180702|
130352100027020171220139874636|惠州市众力汽车贸易有限公司|38420188000017060|中国光大银行股份有限公司武汉钟家村支行|20171220|20180620|2|1500000.00||3|中国光大银行武汉分行|1|重庆东风小康汽车销售有限公司|38350188000078890|中国光大银行股份有限公司武汉钟家村支行|5|CNY||||1003089.0004400.01|票据贴现(循环)|CNY|50000000.000000||0611|0611|BR1801674636|20180702|
131052100006620171025121480358|东风小康汽车有限公司|70060154500000407|上海浦东发展银行股份有限公司武汉沌口支行|20171025|20180425|2|500000.00||3|浦发武汉分行作业中心|1|东风小康汽车有限公司重庆分公司|108810975344|中国银行重亲市分行沙坪坝支行|5|CNY||||1003089.0004400.01|票据贴现(循环)|CNY|50000000.000000||0611|0611|BR1801680358|20180702|
130936100902220171016118189157|安徽江淮汽车集团股份有限公司|499010100100006875|兴业银行股份有限公司合肥寿春路支行|20171016|20180416|2|500000.00||3|兴业银行股份有限公司合肥分行专业处理中心|1|安徽江淮汽车集团股份有限公司轿车分公司|76710188000069114|中国光大银行合肥马鞍山支行|5|CNY||||1003089.0004400.01|票据贴现(循环)|CNY|50000000.000000||0611|0611|BR1801689157|20180702|
130352100018120171115127692371|黄冈源华兴瑞汽车销售服务有限公司|77570188000268625|中国光大银行武汉汉口支行|20171115|20180515|2|2500000.00||3|中国光大银行武汉分行|1|保定哈弗汽车销售有限公司|75170188000432252|中国光大银行股份有限公司石家庄分行营业部|5|CNY||||1003089.0004400.01|票据贴现(循环)|CNY|50000000.000000||0611|0611|BR1801692371|20180702|
130558401811720171123130294602|深圳市比亚迪供应链管理有限公司|611112221|中国民生银行深圳分行龙岗支行|20171123|20180523|2|1502905.43||3|中国民生银行深圳分行会计业务处理中心|1|东莞胡连普光贸易有限公司|44001777908053009648|中国建设银行股份有限公司东莞大朗支行|5|CNY||||1003089.0004400.01|票据贴现(循环)|CNY|50000000.000000||0611|0611|BR1801694602|20180702|
130358403898520171222141106862|深圳市比亚迪供应链管理有限公司|38980188000222901|中国光大银行深圳八卦岭支行|20171222|20180623|2|1474469.83||3|中国光大银行深圳分行|1|东莞胡连普光贸易有限公司|44001777908053009648|中国建设银行股份有限公司东莞大朗支行|5|CNY||||1003089.0004400.01|票据贴现(循环)|CNY|50000000.000000||0611|0611|BR1801706862|20180702|
130955100817720171128132400438|湖南威科电力仪表有限公司|368170100100185218|兴业银行股份有限公司长沙东风路支行|20171128|20180528|2|577000.00||3|兴业银行股份有限公司长沙分行（不对外）|1|莆田市和达电子有限公司|1405010309009018240|中国工商银行莆田市涵江支行|4.95|CNY||||1003314.0004400.01|票据贴现(循环)|CNY|100000000.000000||0611|0611|BR1801800438|20180702|
130858400120720180105146105471|深圳市乐迈科技有限公司|755921568010802|招商银行深圳福华支行|20180105|20180405|2|569425.65||3|招商银行深圳福华支行|1|深圳迈鼎电子有限公司|73010122000992711|宁波银行深圳分行|4.95|CNY||||1003314.0004400.01|票据贴现(循环)|CNY|100000000.000000||0611|0611|BR1801805471|20180702|
130865300033320171026121514476|重庆三电汽车空调有限公司|123907025510202|招商银行股份有限公司重庆两江支行|20171026|20180426|2|362968.16||3|招商银行股份有限公司重庆两江支行|1|上海逸航汽车零部件有限公司|32498908010173508|上海农商银行航头支行|4.95|CNY||||1003314.0004400.01|票据贴现(循环)|CNY|100000000.000000||0611|0611|BR1801814476|20180702|
130865300033320171026121514896|重庆三电汽车空调有限公司|123907025510202|招商银行股份有限公司重庆两江支行|20171026|20180426|2|405523.54||3|招商银行股份有限公司重庆两江支行|1|重庆三电汽车空调有限公司柳州分公司|450480|三菱东京日联银行（中国）有限公司成都分行|4.95|CNY||||1003314.0004400.01|票据贴现(循环)|CNY|100000000.000000||0611|0611|BR1801814896|20180702|
130665300001120171020119619715|重庆民康工贸有限公司|9550880062751000137|广发银行股份有限公司重庆分行|20171020|20180420|2|100000.00||3|广发银行重庆分行营业部|1|重庆新民康科技有限公司|113028559702|中国银行重庆市分行铜梁支行|4.95|CNY||||1003314.0004400.01|票据贴现(循环)|CNY|100000000.000000||0611|0611|BR1801819715|20180702|
130587100001520171227143120404|宁夏隆基宁光仪表股份有限公司|698275205|中国民生银行银川分行|20171227|20180627|2|150000.00||3|中国民生银行银川分行|1|深圳市铭星科技有限公司|4000025319200342193|中国工商银行深圳车公庙支行|4.95|CNY||||1003314.0004400.01|票据贴现(循环)|CNY|100000000.000000||0611|0611|BR1801820404|20180702|
110336102834320171013117520832|安徽江淮汽车集团股份有限公司|12283401040011049|中国农业银行股份有限公司合肥桃花工业园区支行|20171013|20180421|2|500000.00||3|中国农业银行股份有限公司合肥桃花工业园区支行|1|安徽江淮汽车集团股份有限公司轿车分公司|76710188000069114|中国光大银行合肥马鞍山路支行|4.95|CNY||||1003314.0004400.01|票据贴现(循环)|CNY|100000000.000000||0611|0611|BR1801820832|20180702|
130865301809120171221140330901|重庆超力高科技股份有限公司|023900045910506|招商银行重庆分行高新支行|20171221|20180621|2|480000.00||3|招商银行重庆分行高新支行|1|上海万卡信实业有限公司|433867654606|中国银行上海市奉贤工业综合开发区支行|4.95|CNY||||1003314.0004400.01|票据贴现(循环)|CNY|100000000.000000||0611|0611|BR1801830901|20180702|
130865300033320171226142235299|重庆三电汽车空调有限公司|123907025510202|招商银行股份有限公司重庆两江支行|20171226|20180626|2|480886.75||3|招商银行股份有限公司重庆两江支行|1|上海逸航汽车零部件有限公司|32498908010173508|上海农商银行航头支行|4.95|CNY||||1003314.0004400.01|票据贴现(循环)|CNY|100000000.000000||0611|0611|BR1801835299|20180702|
130939100010020171228144538351|福建网能科技开发有限责任公司|117020100100158356|兴业银行福州分行营业部|20171228|20180628|2|1000000.00||3|兴业银行福州分行营业部|1|宁波联能仪表有限公司|39402001040025431|中国农业银行宁波市鄞州分行|4.95|CNY||||1003314.0004400.01|票据贴现(循环)|CNY|100000000.000000||0611|0611|BR1801838351|20180702|
150258400002820171229144942705|深圳市天珑移动技术有限公司|114211132300400|东亚银行（中国）有限公司深圳南山支行|20171229|20180329|2|1000000.00||3|东亚银行（中国）有限公司深圳分行|1|深圳市成像通科技有限公司|44201589100052528473|中国建设银行股份有限公司深圳沙井支行|4.95|CNY||||1003314.0004400.01|票据贴现(循环)|CNY|100000000.000000||0611|0611|BR1801842705|20180702|
150258400002820171229144942730|深圳市天珑移动技术有限公司|114211132300400|东亚银行（中国）有限公司深圳南山支行|20171229|20180329|2|1000000.00||3|东亚银行（中国）有限公司深圳分行|1|深圳市成像通科技有限公司|44201589100052528473|中国建设银行股份有限公司深圳沙井支行|4.95|CNY||||1003314.0004400.01|票据贴现(循环)|CNY|100000000.000000||0611|0611|BR1801842730|20180702|
150258400002820171229144942756|深圳市天珑移动技术有限公司|114211132300400|东亚银行（中国）有限公司深圳南山支行|20171229|20180329|2|1000000.00||3|东亚银行（中国）有限公司深圳分行|1|深圳市成像通科技有限公司|44201589100052528473|中国建设银行股份有限公司深圳沙井支行|4.95|CNY||||1003314.0004400.01|票据贴现(循环)|CNY|100000000.000000||0611|0611|BR1801842756|20180702|
130839102606920171215138043004|福建星云电子股份有限公司|591903794510805|招商银行股份有限公司福州五四支行|20171215|20180315|2|116800.00||3|招商银行股份有限公司福州五四支行|1|深圳市英洛德电子技术有限公司|44250100005700000676|中国建设银行股份有限公司深圳龙岗支行|4.95|CNY||||1003314.0004400.01|票据贴现(循环)|CNY|100000000.000000||0611|0611|BR1801843004|20180702|
130565301118920171218138843360|重庆民康工贸有限公司|697478829|中国民生银行股份有限公司重庆渝北支行|20171218|20180618|2|220000.00||3|中国民生银行股份有限公司重庆分行|1|重庆新民康科技有限公司|602669000|中国民生银行股份有限公司重庆分行营业部|4.95|CNY||||1003314.0004400.01|票据贴现(循环)|CNY|100000000.000000||0611|0611|BR1801843360|20180702|
110558400111220171225141751913|深圳市联域光电有限公司|44201012000052509267|中国建设银行股份有限公司深圳新城支行|20171225|20180625|2|304606.00||3|中国建设银行股份有限公司深圳新城支行|1|深圳市崧盛电子股份有限公司|4000022739201015319|中国工商银行深圳市福永支行|4.95|CNY||||1003314.0004400.01|票据贴现(循环)|CNY|100000000.000000||0611|0611|BR1801851913|20180702|
130358105157620170906108152383|广州讯远商贸有限公司|51570188000046519|中国光大银行股份有限公司广州增城支行|20170906|20180306|2|400000.00||3|中国光大银行广州分行本部|1|广东盛安链融信息科技有限公司|01068800072720|广东顺德农村商业银行股份有限公司|4.95|CNY||||1003314.0004400.01|票据贴现(循环)|CNY|100000000.000000||0611|0611|BR1801852383|20180702|
110333100213320171220139666427|艾康生物技术（杭州）有限公司|19021301040003201|中国农业银行股份有限公司杭州紫荆花路支行|20171220|20180619|2|665900.00||3|中国农业银行杭州市城西支行营业部|1|浙江利尔达物联网技术有限公司|331065930018010076491|交通银行杭州丰潭支行|4.95|CNY||||1003314.0004400.01|票据贴现(循环)|CNY|100000000.000000||0611|0611|BR1801866427|20180702|
110558400058720171225142166810|比亚迪汽车工业有限公司|44201597000052501557|中国建设银行股份有限公司深圳大鹏支行|20171225|20180625|2|273919.72||3|中国建设银行股份有限公司深圳大鹏支行|1|深圳市比亚迪供应链管理有限公司|765362023735|中国银行股份有限公司深圳龙岗支行|4.95|CNY||||1003314.0004400.01|票据贴现(循环)|CNY|100000000.000000||0611|0611|BR1801866810|20180702|
110258400226620171009116566844|乐利精密工业（深圳）有限公司|4000022619200532492|中国工商银行深圳市松岗支行|20171009|20180409|2|290000.00||3|中国工商银行股份有限公司深圳新沙支行|1|深圳市骏驰辉科技有限公司|4000020109200195409|中国工商银行深圳市上步支行|4.95|CNY||||1003314.0004400.01|票据贴现(循环)|CNY|100000000.000000||0611|0611|BR1801866844|20180702|
110230501810520171220140068697|苏州华启智能科技有限公司|1102181019000028872|中国工商银行股份有限公司苏州科技城支行|20171220|20180322|2|591870.00||3|中国工商银行苏州市新区支行|1|上海维迩克显示技术有限公司|31692600002071249|上海银行股份有限公司徐家汇支行|4.95|CNY||||1003314.0004400.01|票据贴现(循环)|CNY|100000000.000000||0611|0611|BR1801868697|20180702|
130758500503620180109146770297|珠海元盛电子科技股份有限公司|11014611139007|平安银行股份有限公司珠海前山支行|20180109|20180709|2|720712.95||3|平安银行珠海分行|1|深圳市仁天芯科技有限公司|73060122000124451|宁波银行股份有限公司深圳南山支行|4.95|CNY||||1003314.0004400.01|票据贴现(循环)|CNY|100000000.000000||0611|0611|BR1801870297|20180702|
110530526448920171201134375054|昆山丘钛微电子科技有限公司|32201986448051511056|中国建设银行股份有限公司昆山城中支行|20171201|20180301|2|4925464.50||3|中国建设银行股份有限公司昆山分行|1|上海法本电子科技有限公司|213581471110001|招商银行上海分行延西支行|4.95|CNY||||1003314.0004400.01|票据贴现(循环)|CNY|100000000.000000||0611|0611|BR1801874054|20180702|
110458903731220171213137275388|江门市晶典照明有限公司|643157761510|中国银行股份有限公司江门外海支行|20171213|20180613|2|149200.00||3|中国银行股份有限公司江门分行|1|深圳市帝舜能源有限公司|744560991525|中国银行股份有限公司深圳机场支行|4.95|CNY||||1003314.0004400.01|票据贴现(循环)|CNY|100000000.000000||0611|0611|BR1801875388|20180702|
130858400142620171221140777491|深圳欣锐科技股份有限公司|755903185910401|招商银行深圳科技园支行|20171221|20180621|2|106665.00||3|招商银行深圳科技园支行|1|深圳市铭星科技有限公司|4000025319200342193|中国工商银行深圳车公庙支行|4.95|CNY||||1003314.0004400.01|票据贴现(循环)|CNY|100000000.000000||0611|0611|BR1801877491|20180702|
110453750100020171027122280664|湖北博通电器有限公司|554757538837|中国银行股份有限公司潜江支行|20171027|20180425|2|600000.00||3|中国工商银行有限公司潜江支行|1|荆州市今翔燃气具有限公司|1813002509033053562|中国工商银行荆州市分行红门路支行|4.95|CNY||||1003314.0004400.01|票据贴现(循环)|CNY|100000000.000000||0611|0611|BR1801880664|20180702|
110333204020920171222141293942|宁波三星智能电器有限公司|39402001040016737|中国农业银行宁波市鄞州分行|20171222|20180622|2|100000.00||3|中国农业银行股份有限公司宁波鄞州支行|1|宁波奥克斯供应链管理有限公司|33150198373600000087|中国建设银行股份有限公司宁波江北支行|4.95|CNY||||1003314.0004400.01|票据贴现(循环)|CNY|100000000.000000||0611|0611|BR1801893942|20180702|
130858400121520171225141794854|深圳拓邦股份有限公司|814084802210001|招商银行深圳宝安支行|20171225|20180625|2|635535.25||3|招商银行深圳宝安支行|1|深圳市铭星科技有限公司|4000025319200342193|中国工商银行深圳市车公庙支行|4.95|CNY||||1003314.0004400.01|票据贴现(循环)|CNY|100000000.000000||0611|0611|BR1801894854|20180702|
131358400307920180105146395806|深圳同兴达科技股份有限公司|73100122000065111|宁波银行股份有限深圳罗湖支行|20180105|20180705|2|173915.94||3|宁波银行股份有限深圳罗湖支行|1|深圳市艾华星电子有限公司|44201588400052509926|中国建设银行股份有限公司深圳观澜支行|4.95|CNY||||1003314.0004400.01|票据贴现(循环)|CNY|100000000.000000||0611|0611|BR1801895806|20180702|
131058400004720171120129097251|深圳市洲明科技股份有限公司|79060155200000711|上海浦东发展银行深圳分行宝安支行|20171120|20180516|2|476862.50||3|浦发深圳宝安支行|1|深圳麦格米特电气股份有限公司|743257931116|中国银行股份有限公司深圳蛇口支行|4.95|CNY||||1003314.0004400.01|票据贴现(循环)|CNY|100000000.000000||0611|0611|BR1801897251|20180702|
130939100010020171228144538492|福建网能科技开发有限责任公司|117020100100158356|兴业银行福州分行营业部|20171228|20180628|2|1000000.00||3|兴业银行福州分行营业部|1|宁波联能仪表有限公司|39402001040025431|中国农业银行宁波市鄞州分行|4.95|CNY||||1003314.0004400.01|票据贴现(循环)|CNY|100000000.000000||0611|0611|BR1801938492|20180702|
130939100010020171228144489504|福建网能科技开发有限责任公司|117020100100158356|兴业银行福州分行营业部|20171228|20180628|2|1000000.00||3|兴业银行福州分行营业部|1|宁波联能仪表有限公司|39402001040025431|中国农业银行宁波市鄞州分行|4.95|CNY||||1003314.0004400.01|票据贴现(循环)|CNY|100000000.000000||0611|0611|BR1801989504|20180702|
